policy_id,state,effective_date,annual_premium,vehicle_age
POL103024,NJ,2025-01-25,1508.19,1
POL103025,FL,2025-06-25,1225.68,3
POL103026,NJ,2025-02-25,1260.32,9
POL103027,PA,2024-02-15,1508.94,1
POL103028,CT,2024-10-30,1197.68,9
POL103029,PA,2025-03-14,933.33,13
POL103030,NJ,2025-03-31,1207.42,10
POL103031,PA,2025-04-11,931.62,15
POL103032,PA,2025-05-09,880.61,4
POL103033,NJ,2024-05-22,839.74,15
POL103034,FL,2025-05-17,2178.91,10
POL103035,NJ,2025-06-19,1059.93,5
POL103036,FL,2025-03-05,899.3,13
POL103037,CT,2024-07-14,1159.75,3
POL103038,CT,2024-10-05,1148.34,14
POL103039,PA,2024-11-22,1327.14,12
POL103040,PA,2024-06-29,917.22,14
POL103041,PA,2024-03-18,1964.92,13
POL103042,NY,2024-02-26,1472.53,6
POL103043,NY,2025-03-14,911.51,6
POL103044,PA,2024-11-23,742.59,2
POL103045,PA,2024-01-04,1110.43,5
POL103046,CT,2024-07-01,908.52,3
POL103047,NY,2025-02-25,696.95,8
POL103048,NJ,2024-07-15,789.37,10
POL103049,PA,2024-08-05,996.43,6
POL103050,PA,2024-09-13,2167.94,0
POL103051,NJ,2024-12-08,863.62,3
POL103052,PA,2025-01-12,1146.71,12
POL103053,PA,2025-05-24,1024.53,11
POL103054,NJ,2024-07-29,1280.94,1
POL103055,FL,2025-06-23,2123.46,8
POL103056,FL,2024-10-23,1260.08,5
POL103057,FL,2024-12-22,1576.31,12
POL103058,CT,2024-01-24,954.99,10
POL103059,NY,2024-02-27,1132.75,11
POL103060,PA,2024-12-08,964.59,1
POL103061,PA,2024-04-11,736.87,2
POL103062,PA,2025-05-20,452.61,14
POL103063,PA,2024-01-10,1061.67,6
POL103064,NJ,2025-06-30,552.51,2
POL103065,NY,2024-05-12,1244.91,6
POL103066,NY,2025-01-06,1198.88,15
POL103067,NY,2024-07-12,631.57,5
POL103068,FL,2025-03-04,929.64,13
POL103069,NJ,2024-04-29,1375.95,13
POL103070,NY,2024-04-01,644.85,12
POL103071,NY,2024-04-14,1114.89,11
POL103072,NY,2024-01-12,1115.76,15
POL103073,NY,2024-12-14,930.34,3
POL103074,FL,2024-10-25,1284.24,4
POL103075,PA,2025-03-20,827.66,13
POL103076,FL,2024-06-04,1201.4,14
POL103077,NY,2025-04-11,692.91,6
POL103078,NJ,2025-05-24,977.44,3
POL103079,NY,2025-06-25,647.44,7
POL103080,NY,2025-03-03,1250.81,10
POL103081,PA,2024-08-14,1062.35,10
POL103082,NY,2024-06-01,592.01,12
POL103083,NY,2024-06-08,951.59,9
POL103084,NY,2024-05-04,749.76,14
POL103085,PA,2024-08-05,1402.08,8
POL103086,NY,2024-07-23,1973.46,10
POL103087,NY,2024-01-04,718.73,5
POL103088,CT,2024-08-08,944.42,0
POL103089,NJ,2024-02-02,1836.79,5
POL103090,NY,2024-09-14,1082.66,9
POL103091,PA,2024-09-18,557.68,10
POL103092,PA,2024-04-06,642.79,8
POL103093,PA,2024-01-12,1513.32,4
POL103094,PA,2024-09-09,842.38,0
POL103095,NY,2025-01-20,1190.03,4
POL103096,CT,2025-05-18,1045.76,13
POL103097,PA,2025-05-29,1190.06,12
POL103098,FL,2025-06-22,1088.5,0
POL103099,NY,2024-07-09,2347.95,1
POL103100,NJ,2025-03-16,1933.38,8
POL103101,NY,2025-03-12,415.6,8
POL103102,NJ,2025-04-24,960.51,2
POL103103,NY,2024-10-16,1246.61,4
POL103104,FL,2024-06-08,500.01,4
POL103105,PA,2025-03-28,1285.07,12
POL103106,FL,2024-02-29,759.25,2
POL103107,NY,2024-08-26,1352.39,1
POL103108,FL,2024-03-04,1321.35,7
POL103109,PA,2024-05-27,1567.75,4
POL103110,PA,2025-01-04,473.27,14
POL103111,NY,2024-02-09,541.76,13
POL103112,NY,2025-01-16,894.49,12
POL103113,NY,2024-03-04,1049.27,9
POL103114,FL,2025-06-18,393.09,13
POL103115,NY,2025-01-11,1504.6,7
POL103116,PA,2024-11-15,1153.73,9
POL103117,NY,2025-01-03,1764.2,2
POL103118,FL,2025-02-15,1332.42,14
POL103119,FL,2025-01-09,1510.91,15
POL103120,NY,2025-02-23,526.4,2
POL103121,NY,2024-10-01,964.87,11
POL103122,PA,2024-02-26,1445.56,4
POL103123,NJ,2025-05-10,1061.25,3
POL103124,PA,2024-04-24,797.3,6
POL103125,NY,2024-07-17,993.56,13
POL103126,FL,2025-04-12,1854.97,14
POL103127,FL,2024-06-29,2732.77,3
POL103128,NY,2025-05-05,932.83,0
POL103129,CT,2024-06-11,980.26,8
POL103130,PA,2024-09-21,1454.49,1
POL103131,PA,2024-10-25,738.97,3
POL103132,PA,2025-01-28,1229.8,11
POL103133,NY,2024-05-10,1574.58,12
POL103134,NJ,2024-08-18,1030.99,7
POL103135,NY,2024-06-20,1048.47,13
POL103136,NY,2024-10-14,1101.99,8
POL103137,NJ,2024-05-10,2360.56,8
POL103138,CT,2024-07-07,805.74,1
POL103139,NY,2024-01-02,653.58,14
POL103140,PA,2025-03-07,1273.64,8
POL103141,NY,2024-10-20,2582.34,13
POL103142,PA,2024-02-09,1504.02,7
POL103143,PA,2025-01-03,2705.5,4
POL103144,FL,2025-01-29,814.92,6
POL103145,PA,2025-01-10,1905.31,6
POL103146,NJ,2025-06-23,1439.74,4
POL103147,PA,2025-06-12,1636.84,5
POL103148,FL,2024-10-06,821.26,10
POL103149,PA,2024-01-26,1166.87,10
POL103150,PA,2024-03-02,703.78,13
POL103151,PA,2024-01-25,1348.23,14
POL103152,FL,2025-05-01,726.45,4
POL103153,PA,2024-11-29,1306.89,8
POL103154,NJ,2024-09-24,1227.68,7
POL103155,FL,2024-08-14,903.53,10
POL103156,PA,2025-04-24,1354.27,15
POL103157,FL,2024-08-06,2058.16,10
POL103158,FL,2025-04-23,579.81,10
POL103159,NY,2024-02-08,1646.99,14
POL103160,NJ,2024-10-05,2305.55,7
POL103161,NY,2025-04-16,2471.33,15
POL103162,CT,2024-04-26,1170.14,8
POL103163,NY,2024-08-06,1252.68,2
POL103164,FL,2024-06-07,1104.19,14
POL103165,PA,2024-02-02,1833.37,10
POL103166,FL,2024-03-09,1711.09,4
POL103167,NY,2024-11-12,1351.21,6
POL103168,NY,2024-08-17,905.22,0
POL103169,PA,2024-09-10,582.39,2
POL103170,FL,2025-06-21,1123.56,4
POL103171,NY,2024-11-21,683.44,15
POL103172,NY,2024-01-22,1312.95,8
POL103173,NY,2024-07-22,740.53,10
POL103174,NJ,2025-01-01,1053.37,4
POL103175,NJ,2024-06-04,1517.75,3
POL103176,NJ,2025-04-22,2042.55,14
POL103177,NJ,2025-05-11,1130.46,1
POL103178,FL,2024-03-10,1134.2,2
POL103179,NJ,2024-10-06,1098.24,2
POL103180,NY,2024-11-05,1058.26,5
POL103181,NJ,2024-10-14,882.34,5
POL103182,NY,2025-01-22,718.24,1
POL103183,CT,2025-01-20,1267.91,10
POL103184,NY,2024-01-09,1146.32,0
POL103185,FL,2024-12-19,1181.46,0
POL103186,PA,2024-12-06,1628.87,8
POL103187,PA,2024-10-29,1459.13,8
POL103188,PA,2024-02-23,1627.18,12
POL103189,PA,2025-02-06,1168.01,4
POL103190,PA,2025-01-01,904.14,0
POL103191,NJ,2024-11-29,1545.3,1
POL103192,NY,2024-04-17,1019.67,5
POL103193,NJ,2024-11-07,1519.68,0
POL103194,CT,2025-02-08,1756.65,9
POL103195,CT,2024-11-19,874.1,5
POL103196,PA,2025-03-27,1022.56,15
POL103197,NY,2024-06-29,2439.06,5
POL103198,FL,2024-04-13,972.59,9
POL103199,PA,2025-04-11,921.3,0
POL103200,NY,2024-11-17,598.1,8
POL103201,PA,2024-10-01,798.23,7
POL103202,NY,2024-11-14,1172.69,3
POL103203,PA,2024-08-19,2388.45,9
POL103204,NJ,2024-11-28,511.46,3
POL103205,PA,2024-12-08,1341.01,8
POL103206,PA,2024-05-12,1337.1,12
POL103207,CT,2024-05-04,980.24,9
POL103208,NJ,2024-04-07,917.3,3
POL103209,NY,2025-01-14,1006.97,0
POL103210,NJ,2025-03-19,1041.99,12
POL103211,PA,2025-04-16,825.62,6
POL103212,CT,2024-03-17,609.16,6
POL103213,PA,2024-02-06,1192.77,1
POL103214,NJ,2024-11-19,633.14,11
POL103215,NY,2024-02-06,1318.44,3
POL103216,NJ,2024-03-15,1247.95,3
POL103217,NY,2024-07-31,924.48,3
POL103218,NY,2024-05-22,694.4,2
POL103219,PA,2024-03-19,802.29,14
POL103220,NJ,2024-09-08,917.22,2
POL103221,CT,2024-10-17,2136.33,5
POL103222,NJ,2024-01-22,826.66,13
POL103223,NY,2024-05-08,1983.72,12
POL103224,PA,2024-09-14,1410.47,11
POL103225,PA,2025-02-15,824.88,0
POL103226,NJ,2024-08-10,817.25,11
POL103227,PA,2024-09-11,1876.67,7
POL103228,NJ,2025-02-10,756.97,1
POL103229,PA,2024-09-28,1139.64,5
POL103230,FL,2025-06-01,772.6,8
POL103231,NJ,2024-07-01,1055.78,2
POL103232,PA,2024-08-25,972.09,11
POL103233,PA,2024-01-01,587.54,12
POL103234,FL,2024-03-31,1320.48,5
POL103235,PA,2025-03-27,1296.05,1
POL103236,NY,2024-04-25,780.61,13
POL103237,PA,2024-05-28,693.21,13
POL103238,PA,2024-02-02,606.31,12
POL103239,NY,2025-04-25,1177.73,2
POL103240,PA,2025-06-20,1573.49,8
POL103241,NY,2025-04-07,780.28,10
POL103242,NY,2024-08-16,1470.74,3
POL103243,FL,2025-03-26,1078.08,12
POL103244,FL,2024-05-23,1118.39,13
POL103245,PA,2024-11-03,873.63,14
POL103246,FL,2024-04-06,656.35,13
POL103247,NY,2024-11-14,1458.01,6
POL103248,CT,2024-11-26,1427.53,2
POL103249,CT,2024-02-26,1599.94,11
POL103250,NJ,2024-02-26,1299.02,12
POL103251,FL,2024-12-10,1086.2,6
POL103252,NY,2025-05-15,1472.75,5
POL103253,NY,2024-08-21,802.44,5
POL103254,NJ,2024-11-21,717.21,1
POL103255,FL,2024-04-16,1815.95,4
POL103256,NJ,2025-03-19,880.0,11
POL103257,NJ,2024-11-29,1377.19,7
POL103258,FL,2025-01-11,1415.44,2
POL103259,PA,2024-05-03,843.75,2
POL103260,NY,2025-01-01,1631.85,5
POL103261,NJ,2024-09-14,1035.2,12
POL103262,CT,2025-03-27,1347.51,8
POL103263,PA,2024-11-07,1201.34,1
POL103264,FL,2025-02-18,963.79,7
POL103265,NJ,2024-05-21,1066.41,9
POL103266,PA,2024-08-26,973.58,1
POL103267,FL,2025-05-12,938.24,4
POL103268,NY,2024-03-27,782.7,5
POL103269,NY,2025-04-17,642.49,6
POL103270,FL,2024-06-07,741.27,0
POL103271,NY,2024-05-08,1146.8,2
POL103272,NJ,2024-09-22,1967.53,8
POL103273,NJ,2024-10-11,1399.08,9
POL103274,NJ,2024-06-05,717.26,11
POL103275,NJ,2024-04-29,793.39,5
POL103276,PA,2024-07-12,589.55,15
POL103277,CT,2024-08-07,970.25,2
POL103278,CT,2025-02-06,1375.5,12
POL103279,PA,2025-05-02,1449.11,14
POL103280,NJ,2024-02-27,740.5,10
POL103281,PA,2025-06-28,761.03,15
POL103282,NJ,2024-10-09,1065.3,11
POL103283,CT,2025-05-04,2334.65,12
POL103284,NJ,2024-10-20,1607.06,3
POL103285,NY,2024-09-09,874.47,5
POL103286,FL,2025-01-06,712.22,5
POL103287,FL,2024-07-03,1235.33,13
POL103288,NJ,2024-03-10,1818.83,1
POL103289,PA,2025-02-25,2041.83,7
POL103290,PA,2024-10-13,607.48,6
POL103291,NY,2025-04-18,723.6,11
POL103292,NJ,2025-06-10,995.33,5
POL103293,NY,2024-11-13,780.82,5
POL103294,FL,2025-03-27,818.93,12
POL103295,NY,2024-04-29,2025.36,5
POL103296,FL,2024-09-30,2124.13,8
POL103297,NY,2025-06-10,1281.49,13
POL103298,FL,2024-02-05,536.14,5
POL103299,PA,2024-06-30,1069.94,15
POL103300,PA,2024-09-10,844.06,13
POL103301,NJ,2024-02-29,1916.82,9
POL103302,NJ,2024-10-04,508.55,6
POL103303,NY,2024-08-20,968.16,8
POL103304,CT,2025-03-01,1444.08,3
POL103305,NY,2024-01-18,825.65,14
POL103306,NJ,2025-03-12,1099.3,14
POL103307,NJ,2024-05-11,1183.16,2
POL103308,FL,2024-10-05,1258.14,10
POL103309,FL,2025-02-05,608.88,1
POL103310,NY,2025-04-09,695.05,13
POL103311,PA,2024-01-24,879.76,13
POL103312,FL,2024-01-03,948.36,1
POL103313,NY,2024-01-15,1128.64,7
POL103314,PA,2025-04-02,693.49,14
POL103315,PA,2024-07-25,1268.5,7
POL103316,NY,2025-06-12,1300.47,15
POL103317,FL,2025-05-03,1166.39,13
POL103318,NY,2025-06-09,1457.82,14
POL103319,PA,2024-02-12,1296.42,3
POL103320,NY,2025-02-08,768.03,9
POL103321,NY,2024-07-15,849.46,7
POL103322,NY,2025-04-19,668.28,9
POL103323,FL,2024-10-27,2618.55,15
POL103324,NJ,2024-09-13,782.6,0
POL103325,PA,2025-03-23,770.94,0
POL103326,FL,2024-08-31,618.19,4
POL103327,FL,2024-07-16,1299.27,2
POL103328,NY,2024-11-02,1227.35,9
POL103329,FL,2025-06-10,1209.25,1
POL103330,FL,2024-03-04,932.57,4
POL103331,FL,2024-05-29,627.23,9
POL103332,NY,2025-03-31,1961.2,11
POL103333,PA,2025-02-23,702.14,13
POL103334,NY,2024-06-13,1002.75,12
POL103335,PA,2025-06-06,837.01,6
POL103336,PA,2024-08-14,868.67,10
POL103337,NY,2024-03-15,1346.36,15
POL103338,NJ,2024-01-24,940.28,7
POL103339,FL,2025-04-04,1381.7,6
POL103340,PA,2024-05-22,1718.75,13
POL103341,FL,2024-06-08,749.4,8
POL103342,NJ,2024-12-06,1284.81,12
POL103343,PA,2025-05-19,800.26,12
POL103344,FL,2024-10-09,1066.33,5
POL103345,PA,2024-07-18,1294.91,9
POL103346,FL,2024-06-18,994.87,7
POL103347,PA,2025-04-27,677.7,9
POL103348,NY,2024-08-03,713.24,14
POL103349,NY,2024-12-05,1565.49,11
POL103350,NY,2024-10-11,851.99,11
POL103351,FL,2024-09-14,1134.99,0
POL103352,CT,2025-03-28,1027.83,0
POL103353,NJ,2025-01-26,1015.25,2
POL103354,NY,2025-03-04,994.07,1
POL103355,NY,2025-01-11,938.05,8
POL103356,CT,2024-03-01,1143.52,10
POL103357,NJ,2024-01-16,1091.12,4
POL103358,NY,2025-04-23,1965.8,10
POL103359,NY,2025-02-04,1016.78,10
POL103360,PA,2024-05-11,731.42,12
POL103361,NY,2024-02-23,1511.83,4
POL103362,NJ,2025-03-26,894.0,9
POL103363,NY,2024-06-13,1254.9,3
POL103364,NY,2024-04-25,1060.33,13
POL103365,NY,2024-11-20,903.96,6
POL103366,FL,2025-04-24,1425.83,14
POL103367,NY,2025-04-02,751.54,0
POL103368,NY,2025-06-02,600.85,6
POL103369,NY,2024-10-24,1054.96,12
POL103370,NY,2025-04-02,1127.45,7
POL103371,NY,2024-08-11,908.64,15
POL103372,NJ,2025-05-19,845.41,13
POL103373,NY,2025-01-14,1252.22,8
POL103374,NY,2024-01-10,1025.42,14
POL103375,NJ,2024-03-11,1238.89,9
POL103376,PA,2024-10-31,1638.28,15
POL103377,NY,2024-04-26,1042.91,14
POL103378,NJ,2024-09-27,1417.96,1
POL103379,CT,2024-05-08,931.25,5
POL103380,NY,2024-12-17,1445.48,1
POL103381,PA,2024-07-15,822.4,14
POL103382,NY,2024-10-01,1785.35,5
POL103383,FL,2024-12-07,907.62,6
POL103384,PA,2024-04-13,1174.28,2
POL103385,PA,2025-01-15,1367.18,14
POL103386,NJ,2024-05-11,934.07,12
POL103387,PA,2024-06-01,702.99,9
POL103388,NY,2024-06-05,700.87,15
POL103389,NJ,2024-11-09,1284.47,13
POL103390,FL,2025-04-01,985.22,10
POL103391,NY,2024-04-23,835.97,8
POL103392,NY,2024-01-29,1275.18,9
POL103393,NJ,2024-12-26,1248.51,13
POL103394,NY,2024-03-03,1444.0,4
POL103395,NY,2024-11-03,933.07,10
POL103396,NY,2024-08-07,826.55,8
POL103397,NY,2024-01-02,1041.52,2
POL103398,FL,2024-07-21,1691.18,11
POL103399,NJ,2025-02-04,1094.8,5
POL103400,FL,2024-10-13,1024.93,6
POL103401,PA,2024-09-02,2298.62,2
POL103402,NY,2024-07-05,983.39,9
POL103403,CT,2024-03-29,1303.39,14
POL103404,PA,2024-01-22,1095.2,14
POL103405,NY,2024-09-14,1208.26,0
POL103406,NJ,2025-01-17,1415.3,8
POL103407,NY,2024-04-19,1215.29,7
POL103408,FL,2025-03-25,1825.46,8
POL103409,NY,2025-02-20,922.84,0
POL103410,FL,2024-02-24,630.38,9
POL103411,NY,2024-03-31,446.36,6
POL103412,NY,2025-04-11,1016.33,10
POL103413,NJ,2025-01-08,1200.02,11
POL103414,PA,2024-04-06,494.12,1
POL103415,PA,2024-05-29,1133.36,12
POL103416,NJ,2024-04-18,1145.14,14
POL103417,NY,2025-01-08,2205.26,4
POL103418,NY,2024-06-07,980.38,15
POL103419,NJ,2025-06-29,1082.19,7
POL103420,PA,2025-01-13,720.78,14
POL103421,FL,2025-02-22,1331.45,15
POL103422,FL,2024-05-22,1236.84,15
POL103423,FL,2024-07-26,739.86,10
POL103424,PA,2024-03-06,1026.51,6
POL103425,NJ,2025-02-02,1627.54,7
POL103426,NY,2024-07-25,1052.69,9
POL103427,NY,2024-10-21,1472.25,14
POL103428,NY,2024-10-29,1393.8,14
POL103429,NY,2024-07-22,1404.72,0
POL103430,NJ,2024-03-25,984.26,6
POL103431,CT,2024-03-29,1785.1,3
POL103432,PA,2024-07-16,1004.18,8
POL103433,PA,2024-08-14,1597.69,11
POL103434,NY,2025-06-09,1114.02,7
POL103435,FL,2025-01-23,1437.04,10
POL103436,FL,2024-03-12,1800.34,5
POL103437,NJ,2025-04-23,828.04,0
POL103438,NY,2024-12-16,1522.25,6
POL103439,NJ,2024-07-30,638.89,8
POL103440,NJ,2024-10-06,1487.28,9
POL103441,FL,2025-03-01,1493.76,9
POL103442,PA,2025-04-13,875.95,4
POL103443,NY,2025-05-16,984.87,5
POL103444,NY,2024-11-08,1185.99,13
POL103445,PA,2025-01-21,967.93,12
POL103446,PA,2025-02-18,675.02,0
POL103447,FL,2025-03-04,383.91,8
POL103448,NY,2024-01-08,3039.11,12
POL103449,NY,2024-04-13,700.45,11
POL103450,FL,2024-04-28,1115.5,0
POL103451,PA,2024-11-25,692.46,8
POL103452,NJ,2024-07-29,1178.62,7
POL103453,NJ,2024-09-05,2540.46,13
POL103454,FL,2025-06-12,697.26,11
POL103455,FL,2024-09-22,1133.41,15
POL103456,NY,2024-09-02,1594.76,12
POL103457,PA,2025-04-13,1349.9,4
POL103458,PA,2024-10-25,1903.89,14
POL103459,NY,2024-01-10,1291.43,11
POL103460,CT,2025-06-24,998.54,13
POL103461,PA,2024-12-16,1316.18,13
POL103462,PA,2025-04-10,1626.27,8
POL103463,PA,2025-04-11,1478.57,15
POL103464,NY,2025-01-24,1094.46,6
POL103465,PA,2024-06-26,866.23,15
POL103466,CT,2025-05-19,1844.31,3
POL103467,NY,2024-12-20,1171.31,4
POL103468,NJ,2025-02-16,1324.9,3
POL103469,NY,2024-05-05,1651.22,12
POL103470,FL,2024-07-06,1259.74,1
POL103471,FL,2024-01-28,741.97,15
POL103472,FL,2024-11-25,730.77,7
POL103473,NJ,2024-05-02,1343.82,7
POL103474,FL,2024-12-12,955.45,3
POL103475,CT,2025-06-29,944.4,14
POL103476,NY,2024-08-28,1274.86,13
POL103477,PA,2025-04-16,1253.18,2
POL103478,NY,2025-03-21,1003.29,3
POL103479,NY,2024-08-04,590.87,8
POL103480,FL,2025-04-19,680.38,4
POL103481,NJ,2024-09-27,479.25,2
POL103482,FL,2024-12-09,1010.41,7
POL103483,NJ,2024-10-15,1576.61,6
POL103484,CT,2024-02-06,1226.71,3
POL103485,FL,2024-12-21,847.97,6
POL103486,NY,2025-06-01,1006.86,12
POL103487,PA,2024-07-19,1084.89,5
POL103488,NJ,2024-09-06,606.72,8
POL103489,NY,2024-01-01,1147.91,11
POL103490,NY,2025-03-18,974.31,1
POL103491,PA,2024-05-10,1066.61,10
POL103492,FL,2025-05-23,1101.62,0
POL103493,NY,2024-08-11,1321.8,13
POL103494,NY,2024-01-01,1881.51,6
POL103495,NY,2024-07-30,969.69,12
POL103496,FL,2024-06-06,1071.34,7
POL103497,FL,2024-02-14,804.32,6
POL103498,PA,2025-03-04,988.77,5
POL103499,FL,2024-11-29,1640.06,0
POL103500,PA,2024-12-06,707.68,10
POL103501,FL,2024-04-11,631.95,1
POL103502,PA,2024-06-16,1033.42,0
POL103503,NJ,2024-06-28,958.23,15
POL103504,NY,2024-03-17,1241.15,14
POL103505,PA,2024-02-06,1470.45,11
POL103506,NY,2024-10-17,1595.86,12
POL103507,NY,2025-03-06,819.32,4
POL103508,NJ,2025-05-07,702.12,1
POL103509,NJ,2025-01-03,1163.44,9
POL103510,NY,2025-01-02,1391.84,4
POL103511,NJ,2024-08-19,823.77,2
POL103512,NY,2024-12-30,917.12,6
POL103513,CT,2024-05-19,726.15,3
POL103514,PA,2024-01-06,797.04,1
POL103515,NY,2024-10-01,1220.85,3
POL103516,NY,2025-03-23,1210.6,5
POL103517,FL,2024-03-24,1079.34,10
POL103518,NJ,2024-01-27,1510.7,13
POL103519,FL,2024-01-15,589.05,2
POL103520,NY,2024-04-11,1031.96,12
POL103521,NY,2025-01-01,1194.8,11
POL103522,NY,2024-07-25,1267.98,5
POL103523,FL,2024-02-01,1244.46,12
POL103524,NY,2024-02-16,1102.72,12
POL103525,PA,2024-05-10,713.28,13
POL103526,PA,2024-12-07,947.05,2
POL103527,NY,2025-01-26,1199.11,7
POL103528,FL,2025-03-17,564.9,4
POL103529,NY,2024-11-09,879.08,15
POL103530,PA,2024-07-11,1374.19,15
POL103531,NY,2025-06-11,974.21,1
POL103532,NJ,2024-01-30,1285.6,10
POL103533,PA,2025-05-23,850.96,2
POL103534,PA,2024-07-18,642.73,11
POL103535,NY,2024-05-02,810.21,11
POL103536,FL,2025-03-04,765.53,1
POL103537,CT,2024-09-07,687.12,11
POL103538,FL,2024-07-16,1482.57,3
POL103539,PA,2025-01-16,782.98,15
POL103540,PA,2024-10-31,1173.87,14
POL103541,NY,2024-11-18,1297.36,1
POL103542,NY,2024-08-02,924.2,0
POL103543,NY,2025-04-18,751.77,14
POL103544,NJ,2025-03-04,1481.35,12
POL103545,PA,2024-07-27,942.91,2
POL103546,NJ,2024-08-25,1249.3,11
POL103547,FL,2024-06-13,1058.19,3
POL103548,NY,2024-01-16,1241.39,14
POL103549,FL,2025-06-27,1296.0,5
POL103550,NJ,2025-06-05,575.17,2
POL103551,NJ,2024-06-16,707.91,13
POL103552,NJ,2024-07-14,640.05,2
POL103553,NY,2024-11-08,1039.86,0
POL103554,CT,2024-09-11,1115.75,14
POL103555,PA,2024-09-06,1448.2,6
POL103556,NY,2024-05-18,1234.47,0
POL103557,NJ,2024-03-22,849.87,14
POL103558,CT,2024-07-17,1123.79,2
POL103559,PA,2025-03-30,1238.04,10
POL103560,PA,2025-05-25,676.54,13
POL103561,PA,2024-04-28,884.91,1
POL103562,FL,2024-04-03,945.63,9
POL103563,NJ,2025-06-14,1142.95,15
POL103564,FL,2025-02-16,1300.97,15
POL103565,NJ,2025-02-24,2021.44,5
POL103566,NY,2024-02-10,909.89,7
POL103567,FL,2024-07-18,1006.36,15
POL103568,CT,2024-09-08,829.57,8
POL103569,PA,2024-03-14,898.55,10
POL103570,NY,2025-06-18,1036.29,7
POL103571,NJ,2025-05-09,2267.51,13
POL103572,PA,2025-04-20,596.16,12
POL103573,FL,2024-05-10,1622.3,2
POL103574,NY,2024-06-21,1404.48,2
POL103575,NY,2024-10-29,1670.31,6
POL103576,FL,2024-08-06,1111.97,13
POL103577,NJ,2024-05-18,581.03,4
POL103578,NY,2025-04-23,757.55,1
POL103579,NJ,2024-05-12,1584.77,9
POL103580,NY,2025-04-03,1509.42,10
POL103581,NY,2024-09-21,1242.1,10
POL103582,CT,2024-09-26,983.54,1
POL103583,FL,2024-07-06,1530.19,13
POL103584,NY,2025-04-16,1071.61,14
POL103585,NY,2025-01-27,1347.65,13
POL103586,FL,2024-12-19,973.34,15
POL103587,PA,2024-11-05,848.5,5
POL103588,NJ,2024-01-22,921.74,12
POL103589,NJ,2025-06-14,2559.72,11
POL103590,FL,2024-09-13,1237.25,5
POL103591,NY,2024-12-07,1133.18,13
POL103592,NY,2025-01-22,1497.6,4
POL103593,NY,2024-02-04,514.56,11
POL103594,NJ,2025-06-17,1087.5,15
POL103595,NY,2025-06-01,1433.94,4
POL103596,FL,2025-06-25,1323.48,13
POL103597,PA,2024-07-23,985.39,13
POL103598,PA,2024-04-16,1236.78,3
POL103599,NY,2024-05-27,789.63,10
POL103600,FL,2024-04-27,914.68,14
POL103601,NY,2024-09-19,1547.0,9
POL103602,FL,2025-01-03,899.17,5
POL103603,NY,2024-01-11,738.95,3
POL103604,FL,2024-02-14,1168.73,12
POL103605,NJ,2025-04-19,1501.58,11
POL103606,FL,2025-01-20,1584.04,11
POL103607,NJ,2025-04-23,1052.91,14
POL103608,FL,2024-04-12,1133.93,13
POL103609,NY,2025-02-23,1038.86,5
POL103610,FL,2025-04-12,1645.89,5
POL103611,PA,2025-04-15,909.65,13
POL103612,FL,2024-08-10,1464.19,2
POL103613,PA,2024-01-17,1247.78,8
POL103614,NY,2024-07-14,1116.35,5
POL103615,FL,2024-09-19,827.28,1
POL103616,FL,2025-05-09,853.15,15
POL103617,NY,2024-01-08,1383.45,2
POL103618,FL,2025-04-27,968.84,5
POL103619,PA,2025-02-19,1512.71,7
POL103620,FL,2024-12-22,914.52,9
POL103621,CT,2025-04-13,1057.06,3
POL103622,FL,2024-07-06,542.91,4
POL103623,NY,2024-09-07,652.78,4
POL103624,NY,2024-11-27,726.67,9
POL103625,PA,2024-07-26,930.88,8
POL103626,NY,2024-08-12,748.89,6
POL103627,NJ,2025-06-25,1085.84,14
POL103628,NJ,2024-10-31,1680.84,2
POL103629,NY,2024-04-05,1343.17,3
POL103630,NY,2024-09-11,1967.82,8
POL103631,NY,2024-03-15,832.63,6
POL103632,PA,2024-01-24,408.41,12
POL103633,NY,2024-06-05,743.42,11
POL103634,NJ,2025-05-07,599.07,0
POL103635,NY,2024-07-23,619.36,0
POL103636,NY,2024-02-02,750.08,9
POL103637,NJ,2024-11-25,2372.07,9
POL103638,FL,2024-01-06,1226.01,11
POL103639,FL,2024-09-11,1048.59,0
POL103640,NJ,2024-08-21,1075.01,3
POL103641,NJ,2024-05-01,2128.17,10
POL103642,CT,2024-01-11,817.56,13
POL103643,NY,2024-09-23,1089.23,9
POL103644,NY,2024-11-24,1816.6,1
POL103645,NY,2024-05-24,1018.29,6
POL103646,NJ,2024-03-18,1072.07,8
POL103647,FL,2024-09-17,1081.04,14
POL103648,PA,2024-10-30,1742.97,0
POL103649,NY,2025-01-28,384.16,4
POL103650,CT,2024-06-11,1028.09,7
POL103651,NY,2025-03-26,1578.17,4
POL103652,NJ,2025-05-22,944.4,7
POL103653,NJ,2025-02-03,1128.76,13
POL103654,NJ,2024-07-12,1067.39,14
POL103655,FL,2025-03-06,1224.79,0
POL103656,NY,2024-12-08,1017.32,7
POL103657,PA,2025-04-13,772.51,6
POL103658,PA,2025-03-17,1258.43,5
POL103659,FL,2024-10-04,2203.47,1
POL103660,PA,2024-03-14,1479.85,11
POL103661,CT,2024-05-26,2385.3,13
POL103662,FL,2024-09-25,697.2,4
POL103663,NY,2025-01-01,890.92,12
POL103664,PA,2024-05-23,604.58,3
